loaded_uid	ncbi_taxon_id	taxon_rank_level	relative_abundance
25	658082	species	0.11847
25	328813	species	0.1105
25	154046	species	0.10111
25	457421	species	0.09594
25	469610	species	0.08991
25	1118061	species	0.08376
25	187327	species	0.08327
25	53443	species	0.08266
25	649756	species	0.07508
25	358743	species	0.07483
25	658087	species	0.06673
25	1304	species	0.06379
25	1288121	species	0.05476
25	169435	species	0.04191
25	333367	species	0.04065
25	29466	species	0.03105
25	84112	species	0.02972
25	552396	species	0.02672
25	28117	species	0.02672
25	39492	species	0.02665
25	1512	species	0.02535
25	658083	species	0.0224
25	1318	species	0.01556
25	261299	species	0.01418
25	457422	species	0.01312
25	729	species	0.01217
25	292800	species	0.01089
25	471189	species	0.01012
25	665950	species	0.00881
25	28025	species	0.00815
25	33035	species	0.00652
25	1547	species	0.00426
25	1522	species	0.00367
25	469614	species	0.00336
25	1685	species	0.00245
25	552398	species	0.00232
25	28037	species	0.00225
25	658657	species	0.00196
25	102148	species	0.00167
25	1309	species	0.00167
25	1264	species	0.00119
25	39777	species	0.00099
25	106588	species	0.00091
25	658088	species	0.0003
25	-1	species	3.79332
25	-1	genus	4.27154
26	1678	genus	37.3685
26	906	genus	22.4035
26	724	genus	6.50994
26	1578	genus	5.70089
26	816	genus	5.40161
26	216851	genus	5.00049
26	904	genus	3.54255
26	1301	genus	2.84417
26	1263	genus	1.87494
26	572511	genus	1.51765
26	33024	genus	1.16225
26	375288	genus	1.03508
26	29465	genus	1.00896
26	561	genus	0.95736
26	102106	genus	0.71625
26	33042	genus	0.6556
26	841	genus	0.5624
26	189330	genus	0.24706
26	100883	genus	0.19018
26	482	genus	0.17518
26	1485	genus	0.09895
26	207244	genus	0.08253
26	713	genus	0.05279
26	265975	genus	0.03708
26	1730	genus	0.03291
26	117563	genus	0.0279
26	196082	genus	0.02717
26	123375	genus	0.01623
26	1380	genus	0.01322
26	35832	genus	0.01244
26	1378	genus	0.01135
26	194	genus	0.01014
26	1213720	genus	0.00683
26	53335	genus	0.00572
26	416916	genus	0.0057
26	292632	genus	0.00509
26	84111	genus	0.00462
26	32207	genus	0.00425
26	196081	genus	0.00406
26	838	genus	0.00406
26	447020	genus	0.00397
26	946234	genus	0.0038
26	848	genus	0.00361
26	52225	genus	0.00209
26	1253	genus	0.00203
26	1654	genus	0.002
26	1257	genus	0.00104
26	133925	genus	0.00094
26	47670	genus	0.00059
26	543311	genus	0.00038
26	156454	genus	0.00011
26	216816	species	17.365
26	1680	species	9.60696
26	28026	species	9.08733
26	729	species	6.47096
26	853	species	5.00049
26	1624	species	4.94552
26	357276	species	4.18947
26	1304	species	2.51326
26	46228	species	1.58552
26	33039	species	1.1982
26	626940	species	1.16225
26	1686	species	1.02922
26	562	species	0.95736
26	74426	species	0.71625
26	823	species	0.67775
26	410072	species	0.6556
26	97478	species	0.63727
26	817	species	0.58352
26	457412	species	0.28891
26	29466	species	0.28751
26	371601	species	0.2761
26	166486	species	0.27201
26	1685	species	0.24496
26	818	species	0.23878
26	39486	species	0.2062
26	33038	species	0.16958
26	40520	species	0.14987
26	47770	species	0.11699
26	187326	species	0.11546
26	1318	species	0.10537
26	649724	species	0.0985
26	484	species	0.09814
26	649756	species	0.08253
26	39777	species	0.08116
26	820	species	0.07618
26	1328	species	0.07234
26	1309	species	0.05946
26	665951	species	0.05613
26	742723	species	0.04373
26	88431	species	0.04087
26	1305	species	0.03989
26	658082	species	0.03827
26	658089	species	0.03735
26	237576	species	0.03708
26	1689	species	0.03504
26	39488	species	0.03291
26	291644	species	0.02789
26	905	species	0.02781
26	78258	species	0.02717
26	68892	species	0.0265
26	328812	species	0.02355
26	39778	species	0.02104
26	1547	species	0.02095
26	907	species	0.0207
26	187327	species	0.01803
26	736	species	0.01744
26	495	species	0.01664
26	1078480	species	0.01649
26	102148	species	0.01623
26	1302	species	0.01514
26	84135	species	0.01135
26	1382	species	0.01112
26	28449	species	0.01022
26	199	species	0.01014
26	936594	species	0.00838
26	46124	species	0.00729
26	796942	species	0.00683
26	28037	species	0.00491
26	246787	species	0.00419
26	43675	species	0.00411
26	28125	species	0.00406
26	446660	species	0.00397
26	292800	species	0.0038
26	113107	species	0.00336
26	726	species	0.00319
26	1077464	species	0.00294
26	739	species	0.00277
26	658659	species	0.00224
26	1383	species	0.00211
26	712976	species	0.00209
26	1660	species	0.002
26	860	species	0.00196
26	28116	species	0.00193
26	46506	species	0.00186
26	1118061	species	0.0016
26	727	species	0.00144
26	851	species	0.00144
26	47678	species	0.00119
26	658088	species	0.00111
26	490	species	0.00085
26	552395	species	0.00083
26	1582	species	0.00067
26	47671	species	0.00059
26	204516	species	0.00051
26	40518	species	0.00051
26	1632	species	0.00045
26	35833	species	0.00045
26	150055	species	0.00044
26	1512	species	0.00044
26	735	species	0.00042
26	496	species	0.0004
26	197614	species	0.00038
26	487	species	0.00033
26	861	species	0.00021
26	59310	species	0.00018
26	2047	species	0.00015
26	156456	species	0.00011
26	341694	species	0.00007
26	-1	species	27.7896
26	-1	genus	0.64177
27	816	genus	61.9291
27	375288	genus	8.23357
27	216851	genus	7.2338
27	1678	genus	4.79066
27	572511	genus	3.82984
27	1485	genus	2.99197
27	292632	genus	2.73664
27	239759	genus	2.45738
27	561	genus	1.25939
27	1730	genus	0.83623
27	459786	genus	0.79561
27	283168	genus	0.38999
27	207244	genus	0.30503
27	29465	genus	0.22376
27	61170	genus	0.10168
27	836	genus	0.09897
27	244127	genus	0.08477
27	841	genus	0.07369
27	84111	genus	0.07346
27	1301	genus	0.06461
27	724	genus	0.0621
27	100883	genus	0.05934
27	838	genus	0.05527
27	447020	genus	0.05173
27	946234	genus	0.05005
27	189330	genus	0.03624
27	150022	genus	0.02325
27	577310	genus	0.01734
27	547	genus	0.01115
27	644652	genus	0.00867
27	165779	genus	0.00669
27	52225	genus	0.00547
27	66831	genus	0.00117
27	32207	genus	0.00072
27	570	genus	0.00031
27	246787	species	36.784
27	28116	species	18.8173
27	823	species	7.44959
27	853	species	7.2338
27	817	species	6.32774
27	216816	species	2.10627
27	33038	species	2.06644
27	33039	species	1.75106
27	328813	species	1.62342
27	28026	species	1.07819
27	562	species	0.90504
27	29361	species	0.86715
27	1680	species	0.81244
27	39485	species	0.80634
27	1681	species	0.78628
27	214856	species	0.44654
27	154046	species	0.43493
27	1531	species	0.42286
27	28118	species	0.38999
27	208479	species	0.38621
27	754330	species	0.35435
27	1512	species	0.32952
27	333367	species	0.30712
27	658086	species	0.26261
27	1535	species	0.24417
27	658089	species	0.1543
27	457421	species	0.08906
27	261299	species	0.07406
27	1547	species	0.0674
27	729	species	0.0621
27	1304	species	0.06119
27	457422	species	0.05652
27	649756	species	0.05584
27	658087	species	0.05529
27	28127	species	0.05527
27	446660	species	0.05173
27	61171	species	0.05028
27	292800	species	0.05005
27	29466	species	0.04318
27	501496	species	0.03963
27	169435	species	0.03612
27	457402	species	0.02989
27	658657	species	0.0295
27	281920	species	0.0262
27	1260	species	0.02325
27	84112	species	0.02045
27	322095	species	0.02043
27	469614	species	0.01897
27	487175	species	0.01734
27	28123	species	0.01272
27	33035	species	0.01233
27	550	species	0.01115
27	471189	species	0.00867
27	39777	species	0.00622
27	1496	species	0.00617
27	658085	species	0.00587
27	1686	species	0.00518
27	1287640	species	0.00373
27	113107	species	0.00341
27	1522	species	0.00304
27	33034	species	0.00296
27	469610	species	0.0026
27	28025	species	0.00231
27	43675	species	0.00072
27	571	species	0.00031
27	-1	species	5.73116
27	-1	genus	1.10037
28	292632	genus	29.7402
28	816	genus	11.436
28	239759	genus	8.70564
28	216851	genus	5.97058
28	1730	genus	5.59878
28	239934	genus	5.21335
28	841	genus	4.60089
28	1485	genus	4.45094
28	397864	genus	4.41295
28	1263	genus	4.01573
28	572511	genus	2.64328
28	375288	genus	2.44235
28	1678	genus	2.1097
28	33042	genus	1.45919
28	40544	genus	1.36686
28	283168	genus	1.11466
28	189330	genus	1.09325
28	1301	genus	0.55924
28	459786	genus	0.48165
28	35832	genus	0.46086
28	447020	genus	0.20511
28	207244	genus	0.17207
28	84111	genus	0.09568
28	906	genus	0.08323
28	244127	genus	0.07832
28	52225	genus	0.06114
28	830	genus	0.04362
28	577310	genus	0.03379
28	1357	genus	0.02432
28	1017280	genus	0.02361
28	1335745	genus	0.02341
28	644652	genus	0.02115
28	561	genus	0.01966
28	61170	genus	0.01862
28	104264	genus	0.01711
28	838	genus	0.01185
28	1298	genus	0.01134
28	940557	genus	0.01042
28	724	genus	0.00733
28	946234	genus	0.00653
28	904	genus	0.00561
28	117563	genus	0.00315
28	102106	genus	0.0029
28	29465	genus	0.00287
28	1578	genus	0.00128
28	28117	species	6.19325
28	853	species	5.97058
28	357276	species	5.31145
28	239935	species	5.21335
28	487174	species	4.41295
28	411489	species	3.99911
28	46228	species	3.3242
28	301301	species	2.44487
28	818	species	2.31804
28	39485	species	2.15887
28	216816	species	2.09258
28	39491	species	2.05284
28	33039	species	1.85547
28	387661	species	1.76626
28	360807	species	1.74651
28	328813	species	1.70133
28	40545	species	1.36686
28	246787	species	1.30417
28	28116	species	1.26191
28	28118	species	1.11466
28	410072	species	1.07128
28	40520	species	0.78782
28	39488	species	0.75836
28	823	species	0.67261
28	39486	species	0.56926
28	821	species	0.54615
28	457412	species	0.53905
28	88431	species	0.52399
28	1118061	species	0.4645
28	1535	species	0.44746
28	166486	species	0.40951
28	116085	species	0.38791
28	1211813	species	0.38474
28	1308	species	0.37111
28	658089	species	0.34837
28	39490	species	0.32459
28	820	species	0.31607
28	817	species	0.305
28	457402	species	0.23049
28	446660	species	0.20511
28	328814	species	0.17992
28	649756	species	0.17207
28	626932	species	0.13105
28	1318	species	0.11322
28	214856	species	0.10343
28	658087	species	0.09798
28	40518	species	0.08823
28	665951	species	0.08195
28	39496	species	0.07363
28	1304	species	0.054
28	658081	species	0.045
28	35833	species	0.04026
28	487175	species	0.03379
28	1264	species	0.03376
28	329854	species	0.03179
28	1265	species	0.03049
28	291645	species	0.0275
28	469610	species	0.02523
28	1358	species	0.02432
28	106588	species	0.02361
28	471189	species	0.02115
28	169435	species	0.01864
28	214851	species	0.01828
28	1680	species	0.01712
28	658086	species	0.01676
28	371601	species	0.01392
28	113107	species	0.01388
28	1288121	species	0.01192
28	28125	species	0.00786
28	729	species	0.00733
28	28037	species	0.00703
28	84112	species	0.00685
28	292800	species	0.00653
28	552398	species	0.00442
28	333367	species	0.00438
28	165179	species	0.00399
28	46503	species	0.00348
28	552396	species	0.00283
28	1582	species	0.00128
28	261299	species	0.00068
28	-1	species	31.1278
28	-1	genus	1.13979
29	292632	genus	25.126
29	816	genus	17.6305
29	1730	genus	12.7448
29	33042	genus	7.58663
29	397864	genus	7.04598
29	1263	genus	5.90543
29	375288	genus	5.19888
29	239759	genus	4.23491
29	216851	genus	4.0641
29	577309	genus	3.66197
29	841	genus	1.93005
29	572511	genus	1.49756
29	283168	genus	0.76085
29	239934	genus	0.31863
29	189330	genus	0.29671
29	724	genus	0.18283
29	207244	genus	0.14495
29	1678	genus	0.11996
29	29465	genus	0.10969
29	1301	genus	0.0841
29	577310	genus	0.0783
29	35832	genus	0.01085
29	1485	genus	0.00264
29	39491	species	9.53021
29	487174	species	7.04598
29	751585	species	6.97446
29	46506	species	6.69799
29	821	species	4.99376
29	40518	species	4.87749
29	853	species	4.0641
29	28117	species	3.12055
29	823	species	2.40478
29	28116	species	2.19254
29	39485	species	1.9144
29	47678	species	1.82573
29	33039	species	1.29356
29	360807	species	1.14057
29	820	species	1.12214
29	454154	species	1.09973
29	39492	species	1.008
29	46228	species	0.95202
29	28118	species	0.76085
29	665951	species	0.73316
29	818	species	0.5867
29	301301	species	0.53437
29	328814	species	0.52949
29	46503	species	0.51805
29	328813	species	0.461
29	410072	species	0.44883
29	239935	species	0.31863
29	261299	species	0.28345
29	166486	species	0.25511
29	88431	species	0.24258
29	39488	species	0.21709
29	357276	species	0.2116
29	40520	species	0.204
29	729	species	0.18283
29	116085	species	0.16335
29	649756	species	0.14495
29	214856	species	0.12388
29	1118061	species	0.10132
29	1680	species	0.10086
29	454155	species	0.09933
29	1304	species	0.0841
29	487175	species	0.0783
29	665950	species	0.07602
29	40519	species	0.07592
29	39490	species	0.05504
29	39486	species	0.05414
29	658081	species	0.03826
29	469610	species	0.02681
29	39496	species	0.02006
29	216816	species	0.01558
29	658089	species	0.00472
29	1686	species	0.00352
29	1535	species	0.00264
29	-1	species	29.9855
29	-1	genus	1.26375
30	816	genus	28.0708
30	1678	genus	12.7962
30	1263	genus	8.39212
30	572511	genus	8.35894
30	375288	genus	5.86471
30	1485	genus	4.12388
30	239759	genus	2.70943
30	207244	genus	1.86637
30	1730	genus	1.71711
30	397864	genus	1.56705
30	841	genus	1.2052
30	40544	genus	0.87572
30	39948	genus	0.72614
30	561	genus	0.27975
30	100883	genus	0.25375
30	84111	genus	0.1491
30	239934	genus	0.13279
30	244127	genus	0.09919
30	1350	genus	0.0872
30	544	genus	0.08016
30	906	genus	0.07688
30	29465	genus	0.05986
30	838	genus	0.03857
30	1301	genus	0.02904
30	724	genus	0.02805
30	292632	genus	0.02313
30	570	genus	0.02216
30	946234	genus	0.0091
30	216851	genus	0.00864
30	620	genus	0.0071
30	447020	genus	0.00329
30	150022	genus	0.00195
30	28116	species	15.5898
30	1685	species	8.38029
30	457412	species	8.32706
30	33038	species	7.07026
30	821	species	4.34814
30	674529	species	3.68248
30	820	species	3.63539
30	216816	species	3.50756
30	1512	species	2.28923
30	39488	species	1.71429
30	487174	species	1.56705
30	28117	species	1.50548
30	33039	species	1.24855
30	29361	species	0.90013
30	40545	species	0.87572
30	166486	species	0.79282
30	208479	species	0.75852
30	218538	species	0.72614
30	28025	species	0.58957
30	469614	species	0.50835
30	908612	species	0.49736
30	46503	species	0.48806
30	817	species	0.4776
30	328814	species	0.46318
30	357276	species	0.32565
30	1686	species	0.31878
30	562	species	0.26593
30	823	species	0.25263
30	469596	species	0.25015
30	1496	species	0.24707
30	214856	species	0.24341
30	154046	species	0.17576
30	239935	species	0.13279
30	33945	species	0.0872
30	169435	species	0.07737
30	187326	species	0.07688
30	40518	species	0.06507
30	457421	species	0.05347
30	658082	species	0.04336
30	546	species	0.04237
30	29466	species	0.03999
30	165179	species	0.03857
30	40520	species	0.0284
30	729	species	0.02805
30	469610	species	0.02736
30	1304	species	0.02426
30	571	species	0.01967
30	33035	species	0.01173
30	818	species	0.0117
30	292800	species	0.0091
30	853	species	0.00864
30	623	species	0.0071
30	658089	species	0.00699
30	1522	species	0.00599
30	113107	species	0.00478
30	649756	species	0.00393
30	446660	species	0.00329
30	39485	species	0.00283
30	1260	species	0.00195
30	1547	species	0.00144
30	105841	species	0.00059
30	39778	species	0.00048
30	457422	species	0.00032
30	358743	species	0.00024
30	-1	species	27.1117
30	-1	genus	20.3367
31	561	genus	30.292
31	816	genus	29.3222
31	577309	genus	20.6328
31	1730	genus	8.71171
31	1263	genus	2.64522
31	841	genus	1.82695
31	570	genus	1.37916
31	572511	genus	1.03267
31	397864	genus	0.92578
31	216851	genus	0.76301
31	292632	genus	0.60079
31	189330	genus	0.43943
31	33042	genus	0.21163
31	53335	genus	0.15287
31	29521	genus	0.10695
31	207244	genus	0.00497
31	562	species	30.292
31	387090	species	9.77917
31	39491	species	8.62691
31	454154	species	5.3321
31	310297	species	3.5521
31	28116	species	3.516
31	821	species	3.29268
31	47678	species	2.73792
31	40518	species	1.97228
31	818	species	1.69971
31	28111	species	1.65242
31	820	species	1.55352
31	371601	species	1.5134
31	360807	species	1.48269
31	573	species	1.37916
31	487174	species	0.92578
31	33039	species	0.89936
31	853	species	0.76301
31	46228	species	0.67294
31	1735	species	0.62781
31	454155	species	0.41252
31	88431	species	0.38423
31	166486	species	0.34427
31	665951	species	0.32408
31	410072	species	0.21163
31	40520	species	0.13331
31	39488	species	0.0848
31	39486	species	0.05521
31	329854	species	0.02525
31	649756	species	0.00497
31	-1	species	15.7488
31	-1	genus	0.9519
32	1730	genus	37.5709
32	816	genus	18.89
32	239759	genus	14.8389
32	292632	genus	9.46309
32	239934	genus	5.09943
32	216851	genus	2.37654
32	459786	genus	1.34099
32	572511	genus	1.30897
32	841	genus	1.1097
32	1678	genus	0.97612
32	375288	genus	0.78005
32	33042	genus	0.73982
32	283168	genus	0.69718
32	577309	genus	0.48023
32	561	genus	0.47105
32	397864	genus	0.35886
32	189330	genus	0.24502
32	84108	genus	0.072
32	1301	genus	0.0704
32	872	genus	0.05606
32	1578	genus	0.05069
32	61170	genus	0.04924
32	1017280	genus	0.04419
32	1348911	genus	0.03502
32	846	genus	0.03181
32	620	genus	0.02318
32	1485	genus	0.02207
32	102106	genus	0.01886
32	447020	genus	0.01354
32	207244	genus	0.00872
32	39491	species	28.566
32	820	species	12.0501
32	39492	species	8.08716
32	328813	species	7.77582
32	239935	species	5.09943
32	821	species	4.30759
32	28117	species	2.79418
32	853	species	2.37654
32	328814	species	2.3405
32	1118061	species	1.70523
32	214856	species	1.5719
32	357276	species	1.22838
32	33039	species	1.15492
32	1680	species	0.91333
32	28118	species	0.69718
32	410072	species	0.6692
32	39488	species	0.4919
32	818	species	0.47716
32	39490	species	0.42579
32	562	species	0.37856
32	487174	species	0.35886
32	47678	species	0.32136
32	46503	species	0.3018
32	360807	species	0.26723
32	665950	species	0.24421
32	1118060	species	0.23217
32	454154	species	0.21973
32	658081	species	0.20776
32	658087	species	0.202
32	39486	species	0.19893
32	817	species	0.1972
32	626932	species	0.18217
32	626929	species	0.1779
32	166486	species	0.1769
32	1288121	species	0.17433
32	823	species	0.16112
32	40520	species	0.15405
32	301301	species	0.13528
32	626934	species	0.072
32	116085	species	0.07062
32	1308	species	0.0704
32	28116	species	0.06695
32	216816	species	0.06279
32	371601	species	0.06054
32	876	species	0.05606
32	1584	species	0.05069
32	61171	species	0.04924
32	88431	species	0.04609
32	106588	species	0.04419
32	1099853	species	0.03502
32	847	species	0.03181
32	658089	species	0.03108
32	454155	species	0.0277
32	623	species	0.02318
32	74426	species	0.01886
32	552398	species	0.01453
32	446660	species	0.01354
32	333367	species	0.01169
32	208479	species	0.01038
32	649756	species	0.00872
32	291645	species	0.00284
32	-1	species	12.0972
32	-1	genus	2.7574
33	816	genus	55.848
33	841	genus	11.9614
33	375288	genus	6.23252
33	216851	genus	5.80184
33	239759	genus	5.64894
33	904	genus	4.91122
33	1730	genus	2.25542
33	292632	genus	1.99267
33	570	genus	0.74177
33	283168	genus	0.68425
33	35832	genus	0.60404
33	459786	genus	0.54774
33	572511	genus	0.46178
33	33042	genus	0.22792
33	1678	genus	0.18008
33	102106	genus	0.17317
33	189330	genus	0.13164
33	561	genus	0.02794
33	1263	genus	0.02158
33	447020	genus	0.01253
33	1485	genus	0.00246
33	820	species	41.7978
33	360807	species	7.22588
33	28116	species	6.75481
33	46503	species	6.23252
33	853	species	5.80184
33	357276	species	5.55049
33	166486	species	4.65873
33	328813	species	4.52491
33	817	species	1.68615
33	39491	species	1.55077
33	214856	species	1.12404
33	28118	species	0.68425
33	573	species	0.67663
33	1118061	species	0.43544
33	33039	species	0.42731
33	39488	species	0.33626
33	39490	species	0.19914
33	410072	species	0.19559
33	74426	species	0.17317
33	39485	species	0.16195
33	658087	species	0.15337
33	1680	species	0.14518
33	665951	species	0.11549
33	88431	species	0.09449
33	35833	species	0.07704
33	301301	species	0.07676
33	371601	species	0.05874
33	39486	species	0.03715
33	216816	species	0.03489
33	40520	species	0.03447
33	116085	species	0.03233
33	562	species	0.02794
33	46228	species	0.01623
33	446660	species	0.01253
33	39496	species	0.0073
33	40518	species	0.00534
33	358743	species	0.00246
33	-1	species	8.87058
33	-1	genus	1.5311
34	816	genus	29.9825
34	292632	genus	10.4232
34	1678	genus	9.84105
34	1730	genus	9.16879
34	216851	genus	7.14383
34	189330	genus	6.12683
34	239759	genus	5.38507
34	33042	genus	3.08541
34	1263	genus	2.45828
34	375288	genus	2.2856
34	572511	genus	1.99199
34	33024	genus	1.66142
34	102106	genus	1.4593
34	397864	genus	1.24792
34	1301	genus	0.73108
34	577309	genus	0.6493
34	841	genus	0.49612
34	459786	genus	0.49084
34	283168	genus	0.36258
34	577310	genus	0.29412
34	447020	genus	0.25738
34	207244	genus	0.14063
34	1485	genus	0.11876
34	1357	genus	0.10765
34	946234	genus	0.08724
34	61170	genus	0.04448
34	244127	genus	0.04265
34	1348911	genus	0.03616
34	1578	genus	0.02121
34	830	genus	0.02061
34	1243	genus	0.018
34	84111	genus	0.01525
34	1378	genus	0.01245
34	191303	genus	0.00981
34	117563	genus	0.00876
34	2172	genus	0.0045
34	52225	genus	0.00389
34	123375	genus	0.00364
34	133925	genus	0.00264
34	149698	genus	0.0025
34	239934	genus	0.00197
34	724	genus	0.00102
34	543311	genus	0.00096
34	1743	genus	0.00096
34	1017280	genus	0.00081
34	29465	genus	0.00047
34	310298	species	18.2382
34	853	species	7.14383
34	216816	species	6.4497
34	387090	species	5.92184
34	88431	species	5.00673
34	28117	species	5.00299
34	310297	species	3.54151
34	39488	species	3.48691
34	410072	species	2.83053
34	457412	species	2.45723
34	39485	species	1.82942
34	39491	species	1.7928
34	39490	species	1.78375
34	28025	species	1.69937
34	626940	species	1.66142
34	1680	species	1.54516
34	74426	species	1.4593
34	487174	species	1.24792
34	46503	species	1.22625
34	40520	species	1.21409
34	39486	species	1.1201
34	823	species	1.05936
34	1118061	species	0.83723
34	33039	species	0.66817
34	821	species	0.60164
34	46506	species	0.58476
34	1308	species	0.48783
34	28116	species	0.45444
34	469610	species	0.37259
34	328814	species	0.37086
34	28118	species	0.36258
34	261299	species	0.32901
34	665951	species	0.31964
34	47678	species	0.31449
34	487175	species	0.29412
34	39492	species	0.27346
34	446660	species	0.25738
34	116085	species	0.25488
34	301301	species	0.25301
34	658089	species	0.25004
34	360807	species	0.23637
34	454154	species	0.19597
34	818	species	0.18956
34	1304	species	0.17915
34	1226323	species	0.15355
34	1681	species	0.14557
34	649756	species	0.14063
34	1535	species	0.11722
34	1358	species	0.10765
34	29348	species	0.09133
34	665956	species	0.08938
34	292800	species	0.08724
34	53443	species	0.05576
34	33038	species	0.05381
34	658081	species	0.05361
34	357276	species	0.04998
34	371601	species	0.0494
34	658087	species	0.04646
34	820	species	0.03674
34	1099853	species	0.03616
34	457422	species	0.02626
34	113107	species	0.02615
34	1318	species	0.02547
34	61171	species	0.02407
34	454155	species	0.02186
34	658082	species	0.02143
34	1584	species	0.02121
34	552398	species	0.01797
34	84135	species	0.01245
34	626932	species	0.01044
34	166486	species	0.00673
34	658657	species	0.00567
34	665950	species	0.0055
34	2173	species	0.0045
34	214851	species	0.0042
34	28037	species	0.00401
34	31971	species	0.004
34	102148	species	0.00364
34	469614	species	0.00363
34	1343	species	0.00323
34	154288	species	0.00311
34	39496	species	0.00245
34	68892	species	0.00245
34	1070699	species	0.00244
34	56774	species	0.00205
34	239935	species	0.00197
34	1328	species	0.00164
34	358743	species	0.00154
34	1689	species	0.00126
34	1305	species	0.00114
34	1264	species	0.00105
34	729	species	0.00102
34	1744	species	0.00096
34	106588	species	0.00081
34	1288121	species	0.00079
34	46124	species	0.00056
34	33964	species	0.00037
34	33035	species	0.00016
34	-1	species	12.6018
34	-1	genus	3.7503
35	1678	genus	58.0076
35	102106	genus	24.8601
35	561	genus	13.9637
35	84111	genus	0.93028
35	375288	genus	0.45547
35	816	genus	0.43443
35	1301	genus	0.38442
35	1654	genus	0.20156
35	570	genus	0.15645
35	29465	genus	0.14515
35	2701	genus	0.07893
35	1485	genus	0.06499
35	544	genus	0.0264
35	1378	genus	0.01234
35	1279	genus	0.01133
35	117563	genus	0.00792
35	184869	genus	0.00785
35	40544	genus	0.00698
35	162289	genus	0.00462
35	1716	genus	0.00439
35	32207	genus	0.00338
35	150022	genus	0.00325
35	292632	genus	0.00172
35	123375	genus	0.00155
35	1380	genus	0.00136
35	1578	genus	0.00112
35	74426	species	24.8601
35	1681	species	22.3926
35	216816	species	18.8144
35	1680	species	16.8006
35	562	species	13.9637
35	357276	species	0.34517
35	84112	species	0.29333
35	823	species	0.28312
35	1318	species	0.17091
35	261299	species	0.17063
35	131111	species	0.14574
35	28037	species	0.0939
35	571	species	0.08183
35	820	species	0.07936
35	2702	species	0.07893
35	573	species	0.07462
35	68891	species	0.06253
35	1535	species	0.04525
35	1660	species	0.04395
35	1304	species	0.02963
35	29466	species	0.02502
35	546	species	0.02346
35	1502	species	0.01974
35	68892	species	0.01883
35	39778	species	0.01737
35	55565	species	0.01186
35	1280	species	0.01133
35	821	species	0.00956
35	184870	species	0.00785
35	40545	species	0.00698
35	1328	species	0.00671
35	39777	species	0.00572
35	54005	species	0.00462
35	43769	species	0.00439
35	1260	species	0.00325
35	1379	species	0.00282
35	1311	species	0.00192
35	102148	species	0.00155
35	82135	species	0.00136
35	1582	species	0.00112
35	43675	species	0.00091
35	817	species	0.00035
35	-1	species	0.98298
35	-1	genus	0.2227
36	1730	genus	19.8003
36	816	genus	15.1909
36	216851	genus	13.1264
36	292632	genus	11.1651
36	572511	genus	8.86659
36	158846	genus	6.45476
36	1485	genus	6.01222
36	40544	genus	2.6772
36	1263	genus	2.36457
36	102106	genus	1.89702
36	100883	genus	1.84231
36	1301	genus	0.92173
36	848	genus	0.75792
36	561	genus	0.69807
36	1678	genus	0.54505
36	244127	genus	0.52232
36	207244	genus	0.46483
36	906	genus	0.40348
36	459786	genus	0.4026
36	724	genus	0.40094
36	29465	genus	0.35343
36	61170	genus	0.27532
36	84111	genus	0.26534
36	946234	genus	0.23909
36	841	genus	0.22711
36	580596	genus	0.17585
36	904	genus	0.05212
36	713	genus	0.04023
36	32207	genus	0.03811
36	117563	genus	0.02805
36	209	genus	0.02495
36	1279	genus	0.01679
36	1243	genus	0.00839
36	165779	genus	0.00806
36	1378	genus	0.00626
36	1257	genus	0.00312
36	1654	genus	0.00187
36	162289	genus	0.00081
36	853	species	13.1264
36	39491	species	10.378
36	310298	species	9.57908
36	39485	species	9.42233
36	33038	species	7.77635
36	817	species	3.12048
36	29361	species	2.86346
36	40545	species	2.6772
36	821	species	2.49133
36	40518	species	2.36395
36	147207	species	1.76197
36	261299	species	1.57797
36	1226325	species	1.07906
36	437897	species	0.99626
36	33039	species	0.98286
36	658655	species	0.95957
36	658082	species	0.85743
36	1512	species	0.83712
36	850	species	0.75792
36	562	species	0.62109
36	216816	species	0.54505
36	1531	species	0.50011
36	154046	species	0.40527
36	469596	species	0.39553
36	169435	species	0.38055
36	158847	species	0.37737
36	729	species	0.35511
36	1304	species	0.35153
36	292800	species	0.23909
36	665937	species	0.23647
36	150055	species	0.22284
36	649756	species	0.19909
36	333367	species	0.19393
36	501571	species	0.17585
36	84112	species	0.12076
36	113107	species	0.11998
36	61171	species	0.1176
36	1318	species	0.10279
36	33035	species	0.09998
36	1308	species	0.08834
36	491921	species	0.08588
36	907	species	0.06222
36	187327	species	0.05212
36	1502	species	0.04633
36	736	species	0.04473
36	1522	species	0.04383
36	1547	species	0.04206
36	457421	species	0.03926
36	457422	species	0.03909
36	208479	species	0.03888
36	43675	species	0.03376
36	358743	species	0.032
36	658659	species	0.02779
36	742723	species	0.02686
36	658089	species	0.02565
36	37372	species	0.02495
36	658085	species	0.024
36	39777	species	0.01838
36	28037	species	0.01718
36	29347	species	0.01604
36	1282	species	0.01381
36	665951	species	0.01256
36	105841	species	0.0116
36	1077464	species	0.00913
36	33968	species	0.00839
36	40520	species	0.0074
36	1328	species	0.00713
36	33037	species	0.00591
36	552395	species	0.00577
36	658657	species	0.0053
36	29466	species	0.00358
36	46124	species	0.00304
36	1280	species	0.00298
36	68892	species	0.0028
36	1287640	species	0.00215
36	1660	species	0.00187
36	39778	species	0.00183
36	1379	species	0.00146
36	54005	species	0.00081
