loaded_uid	ncbi_taxon_id	taxon_rank_level	relative_abundance
3	1678	genus	82.0266
3	561	genus	14.2625
3	816	genus	1.46977
3	1301	genus	1.29802
3	1279	genus	0.50916
3	375288	genus	0.16959
3	32207	genus	0.11785
3	102106	genus	0.08065
3	1378	genus	0.04263
3	572511	genus	0.00912
3	53335	genus	0.00708
3	40544	genus	0.00451
3	292632	genus	0.00252
3	216816	species	55.5639
3	1681	species	18.0659
3	562	species	13.3728
3	1680	species	8.39483
3	1304	species	1.23983
3	821	species	1.20306
3	1282	species	0.36512
3	820	species	0.13091
3	43675	species	0.11785
3	1290	species	0.11229
3	74426	species	0.08065
3	47678	species	0.07857
3	823	species	0.07567
3	28037	species	0.05427
3	1379	species	0.04263
3	1280	species	0.03176
3	357276	species	0.02033
3	28116	species	0.01324
3	33038	species	0.00912
3	46506	species	0.00874
3	204516	species	0.00865
3	818	species	0.00627
3	40545	species	0.00451
3	68892	species	0.00278
3	1685	species	0.00193
3	1318	species	0.00062
3	1308	species	0.00051
3	-1	species	0.99331
3	-1	genus	0.00001
6	838	genus	37.7229
6	816	genus	12.4427
6	1730	genus	10.1438
6	292632	genus	6.71942
6	33024	genus	4.49462
6	375288	genus	4.21272
6	33042	genus	3.52926
6	216851	genus	3.36498
6	239759	genus	3.2082
6	1485	genus	1.69628
6	1263	genus	1.39433
6	40544	genus	1.29585
6	841	genus	1.05622
6	189330	genus	0.78399
6	544	genus	0.75287
6	572511	genus	0.74229
6	397864	genus	0.62881
6	283168	genus	0.49122
6	35832	genus	0.23237
6	872	genus	0.20398
6	244127	genus	0.17343
6	459786	genus	0.12824
6	561	genus	0.09837
6	102106	genus	0.09636
6	1348911	genus	0.06112
6	207244	genus	0.05134
6	1301	genus	0.03337
6	1678	genus	0.02447
6	239934	genus	0.01943
6	830	genus	0.01843
6	61170	genus	0.01411
6	135858	genus	0.00782
6	447020	genus	0.00693
6	52225	genus	0.00464
6	940557	genus	0.00316
6	724	genus	0.00248
6	29465	genus	0.00106
6	160674	genus	0.00076
6	1017280	genus	0.00025
6	165179	species	37.7229
6	39485	species	7.80829
6	387090	species	5.02504
6	626940	species	4.49462
6	46503	species	4.16614
6	853	species	3.36498
6	751585	species	3.27091
6	28117	species	2.88147
6	665950	species	2.52679
6	821	species	2.26632
6	39491	species	2.00408
6	411489	species	1.69423
6	40545	species	1.29585
6	46506	species	1.18728
6	357276	species	0.94934
6	47678	species	0.87067
6	674529	species	0.81105
6	546	species	0.74932
6	665951	species	0.63054
6	820	species	0.62961
6	487174	species	0.62881
6	88431	species	0.60779
6	40518	species	0.59576
6	28118	species	0.49122
6	1118061	species	0.48648
6	40519	species	0.46092
6	360807	species	0.40347
6	166486	species	0.40323
6	40520	species	0.39148
6	33039	species	0.35081
6	1735	species	0.31623
6	46228	species	0.31599
6	371601	species	0.291
6	338188	species	0.24991
6	901	species	0.20035
6	39486	species	0.1762
6	328814	species	0.17168
6	28116	species	0.16232
6	39488	species	0.16062
6	410072	species	0.14723
6	1211813	species	0.14221
6	39496	species	0.11356
6	116085	species	0.10663
6	74426	species	0.09636
6	658087	species	0.07274
6	658089	species	0.07258
6	1099853	species	0.06112
6	301301	species	0.05761
6	649756	species	0.05134
6	823	species	0.04658
6	562	species	0.04595
6	39490	species	0.03077
6	1308	species	0.02699
6	39492	species	0.02647
6	239935	species	0.01943
6	35833	species	0.01808
6	1264	species	0.01771
6	1680	species	0.01611
6	61171	species	0.01411
6	1288121	species	0.0105
6	216816	species	0.00836
6	100886	species	0.00782
6	446660	species	0.00693
6	1304	species	0.00637
6	658081	species	0.00579
6	261299	species	0.00536
6	33043	species	0.00449
6	1265	species	0.00395
6	876	species	0.00363
6	729	species	0.00248
6	328813	species	0.00235
6	214851	species	0.00205
6	552398	species	0.00113
6	29347	species	0.0011
6	333367	species	0.00094
6	54291	species	0.00076
6	106588	species	0.00025
6	658082	species	0.00023
6	28111	species	0.00014
6	-1	species	7.52805
6	-1	genus	4.13739
7	816	genus	30.0831
7	561	genus	23.9374
7	216851	genus	6.44973
7	239759	genus	6.18381
7	1678	genus	5.63327
7	841	genus	3.77048
7	1263	genus	3.05653
7	239934	genus	2.50516
7	906	genus	2.35114
7	1730	genus	2.1599
7	292632	genus	2.10335
7	375288	genus	1.78035
7	1301	genus	1.13129
7	283168	genus	0.89228
7	572511	genus	0.73444
7	283	genus	0.67851
7	459786	genus	0.57992
7	397864	genus	0.57244
7	189330	genus	0.5134
7	35832	genus	0.29799
7	102106	genus	0.21899
7	836	genus	0.1998
7	29465	genus	0.16027
7	1485	genus	0.15559
7	33042	genus	0.14358
7	1578	genus	0.06055
7	207244	genus	0.05551
7	32207	genus	0.04061
7	117563	genus	0.02893
7	84111	genus	0.02461
7	838	genus	0.02128
7	447020	genus	0.01768
7	244127	genus	0.01582
7	1654	genus	0.01484
7	150022	genus	0.01391
7	724	genus	0.01361
7	194	genus	0.01332
7	946234	genus	0.01138
7	1017280	genus	0.00792
7	1357	genus	0.00758
7	133925	genus	0.00705
7	53335	genus	0.00669
7	577310	genus	0.00608
7	1378	genus	0.00485
7	1279	genus	0.00201
7	1350	genus	0.00184
7	61170	genus	0.0011
7	162289	genus	0.00103
7	1380	genus	0.00096
7	184869	genus	0.00049
7	562	species	22.1672
7	820	species	15.9425
7	821	species	6.91087
7	853	species	6.44973
7	28117	species	5.63516
7	1680	species	4.21789
7	360807	species	2.94047
7	239935	species	2.50516
7	40518	species	2.24817
7	1735	species	1.97562
7	204516	species	1.90586
7	28116	species	1.47083
7	39491	species	1.2465
7	216816	species	1.15355
7	46503	species	1.06818
7	28118	species	0.89228
7	166486	species	0.81503
7	1304	species	0.79348
7	46506	species	0.78715
7	823	species	0.71217
7	371601	species	0.70913
7	907	species	0.68302
7	39488	species	0.63452
7	1118061	species	0.60083
7	1226323	species	0.57992
7	487174	species	0.57244
7	357276	species	0.55398
7	457412	species	0.52651
7	310297	species	0.51844
7	33039	species	0.48564
7	818	species	0.48007
7	88431	species	0.476
7	246787	species	0.47588
7	47678	species	0.32616
7	1318	species	0.30895
7	1211813	species	0.29599
7	285	species	0.29167
7	1681	species	0.25949
7	40520	species	0.22439
7	46228	species	0.22418
7	74426	species	0.21899
7	39492	species	0.18088
7	1535	species	0.14125
7	39485	species	0.098
7	665951	species	0.09623
7	116085	species	0.0954
7	626932	species	0.09413
7	28123	species	0.08714
7	322095	species	0.08027
7	328813	species	0.07066
7	40519	species	0.05579
7	649756	species	0.05551
7	29466	species	0.05257
7	410072	species	0.04819
7	1288121	species	0.04748
7	43675	species	0.04061
7	214856	species	0.04038
7	1623	species	0.03937
7	39486	species	0.0374
7	261299	species	0.03609
7	501496	species	0.03238
7	33038	species	0.02442
7	658089	species	0.02229
7	1582	species	0.02118
7	446660	species	0.01768
7	35833	species	0.01624
7	301301	species	0.01499
7	131111	species	0.0146
7	28127	species	0.01416
7	1260	species	0.01391
7	729	species	0.01361
7	76517	species	0.01226
7	292800	species	0.01138
7	28037	species	0.00986
7	84112	species	0.00902
7	68892	species	0.00816
7	106588	species	0.00792
7	1358	species	0.00758
7	386414	species	0.00712
7	208479	species	0.00694
7	457421	species	0.00654
7	487175	species	0.00608
7	154046	species	0.00601
7	113107	species	0.0048
7	658657	species	0.00397
7	39778	species	0.00379
7	1343	species	0.00354
7	46124	species	0.00278
7	469610	species	0.00259
7	1689	species	0.00233
7	169435	species	0.00228
7	817	species	0.00225
7	658087	species	0.00221
7	1280	species	0.00201
7	1264	species	0.00188
7	1351	species	0.00184
7	1302	species	0.00148
7	358743	species	0.0014
7	457422	species	0.00111
7	827	species	0.00106
7	33031	species	0.00103
7	1305	species	0.00102
7	84135	species	0.001
7	1382	species	0.00096
7	184870	species	0.00049
7	1660	species	0.00024
7	-1	species	6.96827
7	-1	genus	3.32762
8	816	genus	21.478
8	292632	genus	8.78346
8	2172	genus	8.60606
8	1730	genus	6.96295
8	375288	genus	4.674
8	1263	genus	4.60526
8	239934	genus	3.86254
8	572511	genus	2.93145
8	33042	genus	2.05732
8	397864	genus	1.77975
8	1678	genus	1.7458
8	1485	genus	1.55254
8	207244	genus	1.38927
8	239759	genus	1.26762
8	39948	genus	0.96682
8	216851	genus	0.96404
8	561	genus	0.93034
8	189330	genus	0.80289
8	838	genus	0.7993
8	283168	genus	0.60918
8	841	genus	0.3144
8	102106	genus	0.23606
8	1301	genus	0.14703
8	35832	genus	0.12863
8	577309	genus	0.12651
8	84567	genus	0.05389
8	447020	genus	0.0505
8	191303	genus	0.04293
8	1350	genus	0.0157
8	644652	genus	0.01117
8	459786	genus	0.00925
8	40544	genus	0.009
8	39483	species	20.1617
8	2173	species	8.60606
8	820	species	6.91686
8	310298	species	5.4944
8	40518	species	4.08203
8	239935	species	3.86254
8	39488	species	3.49445
8	47678	species	3.3728
8	204516	species	2.49048
8	46503	species	2.4699
8	33039	species	2.17885
8	39485	species	2.1216
8	823	species	2.00956
8	487174	species	1.77975
8	411489	species	1.54888
8	216816	species	1.40794
8	674529	species	1.38961
8	649756	species	1.38927
8	751585	species	1.14311
8	39496	species	1.12195
8	218538	species	0.96682
8	28117	species	0.9642
8	853	species	0.96404
8	562	species	0.93034
8	165179	species	0.7993
8	40520	species	0.75259
8	410072	species	0.67626
8	28118	species	0.60918
8	357276	species	0.50203
8	821	species	0.46368
8	88431	species	0.43321
8	46228	species	0.41214
8	39486	species	0.36968
8	658089	species	0.36717
8	1680	species	0.33242
8	46506	species	0.31176
8	246787	species	0.2789
8	328814	species	0.27493
8	116085	species	0.23795
8	74426	species	0.23606
8	39491	species	0.21966
8	387661	species	0.19454
8	665951	species	0.18524
8	1304	species	0.14703
8	371601	species	0.12627
8	1118061	species	0.10655
8	40519	species	0.10484
8	665950	species	0.10231
8	301301	species	0.08297
8	360807	species	0.07397
8	261299	species	0.06087
8	658082	species	0.0562
8	626929	species	0.05414
8	446660	species	0.0505
8	1522	species	0.04911
8	28116	species	0.03828
8	818	species	0.03325
8	214856	species	0.02849
8	166486	species	0.02838
8	454154	species	0.02063
8	457422	species	0.01785
8	1352	species	0.0157
8	658657	species	0.01447
8	471189	species	0.01117
8	40545	species	0.009
8	35833	species	0.00856
8	1264	species	0.00625
8	291645	species	0.00554
8	28025	species	0.00544
8	39490	species	0.00529
8	1512	species	0.00367
8	-1	species	10.2094
8	-1	genus	22.0863
9	292632	genus	22.7294
9	239934	genus	11.6171
9	1730	genus	10.8463
9	816	genus	9.40645
9	830	genus	8.80108
9	239759	genus	6.3531
9	841	genus	4.89056
9	216851	genus	3.72613
9	397864	genus	3.20551
9	1485	genus	2.88195
9	375288	genus	2.65017
9	561	genus	2.2262
9	838	genus	1.92712
9	1263	genus	1.36658
9	572511	genus	1.28509
9	189330	genus	0.86463
9	283168	genus	0.69936
9	577309	genus	0.69463
9	2172	genus	0.47357
9	102106	genus	0.33875
9	40544	genus	0.29866
9	33042	genus	0.28552
9	459786	genus	0.27912
9	1678	genus	0.17425
9	872	genus	0.09357
9	39948	genus	0.0361
9	1348911	genus	0.03384
9	2316	genus	0.01091
9	239935	species	11.6171
9	45851	species	8.80108
9	39491	species	6.25838
9	28117	species	5.45781
9	166486	species	3.96331
9	853	species	3.72613
9	487174	species	3.20551
9	411489	species	2.8496
9	357276	species	2.60148
9	39485	species	2.54867
9	562	species	2.06972
9	165179	species	1.92712
9	821	species	1.81946
9	329854	species	1.61956
9	39492	species	1.28924
9	823	species	1.15205
9	33039	species	1.13417
9	47678	species	1.07565
9	820	species	1.03547
9	1118061	species	0.96483
9	360807	species	0.90254
9	40518	species	0.83298
9	88431	species	0.77128
9	39496	species	0.72702
9	28118	species	0.69936
9	338188	species	0.62104
9	328814	species	0.62024
9	46228	species	0.5336
9	1735	species	0.5014
9	2173	species	0.40558
9	74426	species	0.33875
9	40545	species	0.29866
9	410072	species	0.25537
9	818	species	0.2048
9	658087	species	0.20219
9	310298	species	0.19499
9	454154	species	0.16563
9	40520	species	0.15091
9	214856	species	0.14786
9	817	species	0.14182
9	328813	species	0.12719
9	46503	species	0.10914
9	1680	species	0.10843
9	876	species	0.09357
9	39486	species	0.09335
9	216816	species	0.06581
9	371601	species	0.06059
9	658081	species	0.0387
9	218538	species	0.0361
9	1099853	species	0.03384
9	1535	species	0.03235
9	116085	species	0.03014
9	301301	species	0.02471
9	674529	species	0.02023
9	39488	species	0.01582
9	2317	species	0.01091
9	261299	species	0.00929
9	291645	species	0.00881
9	665950	species	0.00737
9	39490	species	0.00717
9	28116	species	0.00254
9	454155	species	0.00193
9	552398	species	0.00187
9	-1	species	25.2278
9	-1	genus	1.80437
10	1301	genus	49.3063
10	1485	genus	17.8712
10	1279	genus	8.14471
10	32207	genus	5.17744
10	1378	genus	0.05094
10	165779	genus	0.03819
10	1578	genus	0.00995
10	1696	genus	0.00758
10	292632	genus	0.00526
10	1678	genus	0.00295
10	1716	genus	0.00254
10	150022	genus	0.00178
10	216851	genus	0.00028
10	1730	genus	0.00008
10	1318	species	24.7655
10	1304	species	19.3551
10	1502	species	17.8712
10	1282	species	7.08859
10	43675	species	5.17744
10	1505	species	3.2558
10	1328	species	3.21096
10	1077464	species	1.69876
10	1290	species	1.05612
10	28037	species	0.20888
10	1343	species	0.04331
10	33034	species	0.03819
10	1379	species	0.02331
10	1334	species	0.01944
10	1633	species	0.00664
10	1308	species	0.00434
10	147802	species	0.0033
10	216816	species	0.00295
10	1260	species	0.00178
10	43765	species	0.00171
10	38304	species	0.00083
10	853	species	0.00028
10	39485	species	0.00008
10	-1	species	16.1654
10	-1	genus	19.3808
11	838	genus	19.8912
11	816	genus	11.4988
11	1730	genus	11.0226
11	292632	genus	8.15647
11	1485	genus	6.76092
11	239759	genus	5.89151
11	841	genus	4.88071
11	216851	genus	3.1005
11	1263	genus	3.0001
11	572511	genus	2.9819
11	33042	genus	2.36789
11	189330	genus	2.12563
11	724	genus	2.05404
11	135858	genus	1.78476
11	397864	genus	1.77763
11	1301	genus	1.70035
11	40544	genus	1.29965
11	577309	genus	1.12028
11	283168	genus	0.88448
11	1678	genus	0.77181
11	459786	genus	0.72472
11	29465	genus	0.54406
11	35832	genus	0.49713
11	2172	genus	0.48825
11	102106	genus	0.41238
11	872	genus	0.37249
11	375288	genus	0.35774
11	2316	genus	0.20308
11	33024	genus	0.17947
11	713	genus	0.05022
11	1348911	genus	0.0486
11	1378	genus	0.04177
11	906	genus	0.03041
11	239934	genus	0.02522
11	32207	genus	0.0251
11	207244	genus	0.02203
11	191303	genus	0.02151
11	244127	genus	0.02077
11	104264	genus	0.01378
11	846	genus	0.01368
11	117563	genus	0.01341
11	61170	genus	0.00433
11	1578	genus	0.00335
11	416916	genus	0.00171
11	946234	genus	0.00063
11	165179	species	19.8912
11	411489	species	6.76092
11	39485	species	6.49945
11	28117	species	5.2944
11	204516	species	3.73043
11	310297	species	3.45126
11	853	species	3.1005
11	33039	species	2.21104
11	100886	species	1.78476
11	487174	species	1.77763
11	166486	species	1.76362
11	729	species	1.7614
11	360807	species	1.71281
11	39488	species	1.68398
11	1735	species	1.65336
11	39492	species	1.38563
11	39486	species	1.3808
11	46228	species	1.34363
11	40545	species	1.29965
11	751585	species	1.28994
11	1308	species	1.12172
11	46506	species	1.03769
11	410072	species	0.93385
11	457412	species	0.89207
11	28118	species	0.88448
11	821	species	0.87154
11	39491	species	0.77303
11	40520	species	0.76738
11	88431	species	0.74483
11	310298	species	0.62979
11	1118061	species	0.61064
11	39490	species	0.60105
11	2173	species	0.48825
11	328814	species	0.44743
11	371601	species	0.42486
11	74426	species	0.41238
11	40519	species	0.38844
11	47678	species	0.38565
11	901	species	0.37249
11	29466	species	0.35672
11	40518	species	0.34141
11	28025	species	0.32572
11	261299	species	0.31984
11	1304	species	0.30118
11	1078480	species	0.29192
11	1683	species	0.28615
11	454154	species	0.26844
11	28116	species	0.2595
11	301301	species	0.23453
11	2317	species	0.20308
11	820	species	0.19966
11	46503	species	0.1867
11	113107	species	0.18409
11	626940	species	0.17947
11	357276	species	0.16434
11	674529	species	0.14908
11	1680	species	0.14737
11	823	species	0.14722
11	116085	species	0.1441
11	454155	species	0.13842
11	39483	species	0.11021
11	338188	species	0.08858
11	1288121	species	0.07978
11	39496	species	0.07948
11	35833	species	0.07229
11	665950	species	0.0611
11	28111	species	0.05283
11	328813	species	0.0508
11	1099853	species	0.0486
11	1305	species	0.04512
11	84135	species	0.03682
11	1265	species	0.03455
11	818	species	0.03337
11	239935	species	0.02522
11	43675	species	0.0251
11	328812	species	0.02258
11	649756	species	0.02203
11	658087	species	0.01939
11	1318	species	0.01922
11	214856	species	0.0191
11	291644	species	0.01492
11	847	species	0.01368
11	216816	species	0.01258
11	658089	species	0.01154
11	28037	species	0.01123
11	1343	species	0.01001
11	154288	species	0.00953
11	68892	species	0.00778
11	246787	species	0.00526
11	658657	species	0.00361
11	33038	species	0.00347
11	1584	species	0.00335
11	39778	species	0.00153
11	387661	species	0.00124
11	726	species	0.00072
11	292800	species	0.00063
11	-1	species	11.5499
11	-1	genus	2.81297
12	838	genus	19.4628
12	239759	genus	13.7686
12	816	genus	11.3214
12	292632	genus	8.63963
12	397864	genus	7.18629
12	1730	genus	6.35448
12	216851	genus	5.5782
12	572511	genus	4.10428
12	375288	genus	3.60609
12	1263	genus	3.20077
12	33042	genus	2.8302
12	283168	genus	1.90355
12	40544	genus	1.77474
12	841	genus	1.54575
12	577309	genus	1.22854
12	239934	genus	0.82499
12	1678	genus	0.71603
12	1485	genus	0.66119
12	189330	genus	0.64449
12	84111	genus	0.62671
12	459786	genus	0.44576
12	35832	genus	0.26757
12	2172	genus	0.25495
12	447020	genus	0.24464
12	1348911	genus	0.0647
12	1301	genus	0.05213
12	577310	genus	0.02805
12	244127	genus	0.02526
12	207244	genus	0.02334
12	29465	genus	0.02139
12	100883	genus	0.01327
12	61170	genus	0.01207
12	158846	genus	0.00578
12	32207	genus	0.00401
12	248744	genus	0.00296
12	872	genus	0.00232
12	117563	genus	0.00176
12	946234	genus	0.00166
12	165179	species	19.4628
12	28117	species	10.3602
12	487174	species	7.18629
12	853	species	5.5782
12	820	species	5.2835
12	46503	species	3.6038
12	39491	species	3.02158
12	33039	species	2.68143
12	47678	species	2.47801
12	28118	species	1.90355
12	40545	species	1.77474
12	457412	species	1.68461
12	751585	species	1.60152
12	39488	species	1.42095
12	40520	species	1.36906
12	658089	species	1.32326
12	28116	species	1.22762
12	46228	species	1.217
12	360807	species	1.17882
12	410072	species	1.17575
12	28111	species	1.1615
12	328813	species	1.10804
12	39496	species	0.96991
12	239935	species	0.82499
12	214856	species	0.70488
12	908612	species	0.69042
12	39483	species	0.68378
12	1535	species	0.65078
12	818	species	0.55321
12	1680	species	0.51267
12	88431	species	0.47282
12	46506	species	0.44502
12	39485	species	0.40644
12	626932	species	0.36703
12	301301	species	0.36693
12	1226323	species	0.36014
12	665951	species	0.31781
12	39490	species	0.28689
12	328814	species	0.27825
12	454154	species	0.27519
12	2173	species	0.25495
12	457402	species	0.24871
12	446660	species	0.24464
12	1211813	species	0.20085
12	216816	species	0.19396
12	40519	species	0.17788
12	39486	species	0.17167
12	357276	species	0.15202
12	665950	species	0.12322
12	40518	species	0.12128
12	454155	species	0.08717
12	1099853	species	0.0647
12	1288121	species	0.059
12	33038	species	0.0538
12	116085	species	0.05293
12	658081	species	0.04881
12	1304	species	0.04658
12	487175	species	0.02805
12	169435	species	0.02526
12	649756	species	0.02334
12	84112	species	0.02036
12	469610	species	0.01728
12	658087	species	0.01449
12	552396	species	0.01246
12	29466	species	0.01238
12	35833	species	0.01227
12	626929	species	0.01037
12	1681	species	0.00939
12	358743	species	0.009
12	371601	species	0.00762
12	61171	species	0.00762
12	457421	species	0.00569
12	43675	species	0.00401
12	1343	species	0.00345
12	168384	species	0.00296
12	214851	species	0.00273
12	821	species	0.00247
12	876	species	0.00232
12	823	species	0.00213
12	1308	species	0.00209
12	292800	species	0.00166
12	1522	species	0.00165
12	208479	species	0.00141
12	457422	species	0.00069
12	1547	species	0.00055
12	387661	species	0.00016
12	-1	species	10.4846
12	-1	genus	2.54968
13	816	genus	27.2833
13	838	genus	14.2301
13	239759	genus	10.2819
13	561	genus	8.54508
13	33024	genus	6.81271
13	841	genus	5.49986
13	375288	genus	4.84754
13	1730	genus	3.49348
13	397864	genus	2.52257
13	216851	genus	2.49765
13	1263	genus	2.12948
13	292632	genus	1.69161
13	283168	genus	1.33137
13	2172	genus	1.1462
13	830	genus	1.10922
13	572511	genus	0.84473
13	189330	genus	0.39853
13	33042	genus	0.35431
13	35832	genus	0.30148
13	40544	genus	0.29035
13	244127	genus	0.24527
13	459786	genus	0.17514
13	1301	genus	0.16507
13	84108	genus	0.1122
13	872	genus	0.09016
13	102106	genus	0.06733
13	61170	genus	0.04925
13	1485	genus	0.02624
13	724	genus	0.02163
13	53335	genus	0.01836
13	117563	genus	0.01377
13	52225	genus	0.01344
13	1298	genus	0.00997
13	846	genus	0.00931
13	574697	genus	0.0057
13	577310	genus	0.00182
13	207244	genus	0.00102
13	100883	genus	0.0005
13	1348911	genus	0.00041
13	447020	genus	0.00029
13	165179	species	14.2301
13	28117	species	8.2747
13	562	species	7.87239
13	626940	species	6.81271
13	204516	species	6.3321
13	821	species	5.5412
13	360807	species	5.49209
13	46503	species	4.05791
13	818	species	3.10866
13	487174	species	2.52257
13	853	species	2.49765
13	28111	species	2.29151
13	39485	species	2.28394
13	310297	species	2.02249
13	40518	species	1.89331
13	338188	species	1.86388
13	357276	species	1.809
13	28116	species	1.47839
13	28118	species	1.33137
13	1735	species	1.32083
13	2173	species	1.13697
13	45851	species	1.10922
13	39492	species	0.97902
13	626932	species	0.9397
13	329854	species	0.92867
13	33039	species	0.67257
13	328814	species	0.52917
13	291645	species	0.52247
13	214856	species	0.44879
13	46506	species	0.36473
13	371601	species	0.33325
13	246787	species	0.32043
13	40545	species	0.29035
13	169435	species	0.24527
13	457412	species	0.23522
13	39486	species	0.23505
13	823	species	0.1955
13	674529	species	0.18556
13	47678	species	0.18001
13	328812	species	0.16727
13	410072	species	0.16715
13	88431	species	0.16348
13	39491	species	0.1599
13	40520	species	0.15356
13	33043	species	0.14534
13	626934	species	0.1122
13	197614	species	0.10268
13	74426	species	0.06733
13	328813	species	0.06069
13	901	species	0.05873
13	39490	species	0.05102
13	61171	species	0.04925
13	116085	species	0.04183
13	876	species	0.03142
13	658087	species	0.02962
13	1288121	species	0.02883
13	1304	species	0.02692
13	358743	species	0.02624
13	35833	species	0.02248
13	729	species	0.02163
13	1343	species	0.02057
13	39488	species	0.0196
13	33038	species	0.01859
13	658089	species	0.01252
13	847	species	0.00931
13	1318	species	0.00834
13	1328	species	0.00656
13	544644	species	0.0057
13	301301	species	0.00434
13	166486	species	0.00344
13	487175	species	0.00182
13	137732	species	0.00142
13	649756	species	0.00102
13	1265	species	0.00095
13	626931	species	0.00092
13	1099853	species	0.00041
13	446660	species	0.00029
13	-1	species	5.30789
13	-1	genus	3.3617
14	816	genus	18.2814
14	1730	genus	17.4507
14	1263	genus	8.89469
14	216851	genus	6.26191
14	33042	genus	4.52658
14	375288	genus	4.03629
14	397864	genus	3.74335
14	292632	genus	3.51239
14	39948	genus	3.0933
14	239759	genus	3.06472
14	841	genus	2.83228
14	572511	genus	2.48635
14	40544	genus	1.84922
14	189330	genus	1.17212
14	283168	genus	0.99636
14	1301	genus	0.59253
14	459786	genus	0.56865
14	577309	genus	0.45791
14	35832	genus	0.3582
14	1678	genus	0.22773
14	29465	genus	0.18369
14	102106	genus	0.14588
14	447020	genus	0.13382
14	2172	genus	0.13185
14	1348911	genus	0.11763
14	1357	genus	0.09876
14	244127	genus	0.09632
14	1485	genus	0.0872
14	207244	genus	0.08541
14	724	genus	0.07896
14	61170	genus	0.06738
14	561	genus	0.06208
14	577310	genus	0.04472
14	100883	genus	0.02698
14	84111	genus	0.01129
14	830	genus	0.00984
14	848	genus	0.00801
14	239934	genus	0.00671
14	644652	genus	0.00656
14	946234	genus	0.00596
14	1017280	genus	0.0059
14	872	genus	0.00207
14	658081	species	12.9975
14	39491	species	9.9112
14	853	species	6.26191
14	39485	species	5.39695
14	40518	species	5.25154
14	751585	species	4.2228
14	204516	species	3.99906
14	487174	species	3.74335
14	820	species	3.42925
14	218538	species	3.0933
14	329854	species	2.7146
14	387661	species	2.33348
14	357276	species	2.19445
14	40545	species	1.84922
14	46228	species	1.83092
14	28117	species	1.71901
14	674529	species	1.67881
14	46506	species	1.57172
14	33039	species	1.52208
14	457412	species	1.30339
14	360807	species	1.19861
14	821	species	1.15495
14	823	species	1.05642
14	39488	species	1.01017
14	28118	species	0.99636
14	40520	species	0.95391
14	166486	species	0.7757
14	1118061	species	0.74811
14	39496	species	0.70362
14	469591	species	0.63023
14	28116	species	0.627
14	39486	species	0.59289
14	88431	species	0.57923
14	301301	species	0.57435
14	328814	species	0.52489
14	40519	species	0.50884
14	1304	species	0.39968
14	1211813	species	0.29742
14	328813	species	0.28235
14	47678	species	0.28123
14	39490	species	0.26835
14	410072	species	0.26198
14	371601	species	0.26071
14	291644	species	0.17078
14	626929	species	0.15012
14	1308	species	0.14959
14	74426	species	0.14588
14	29466	species	0.14068
14	39492	species	0.13594
14	446660	species	0.13382
14	2173	species	0.12786
14	1099853	species	0.11763
14	214856	species	0.11592
14	216816	species	0.10873
14	261299	species	0.10498
14	1358	species	0.09876
14	454154	species	0.08976
14	649756	species	0.08541
14	658089	species	0.07966
14	729	species	0.07896
14	1288121	species	0.07623
14	1680	species	0.07068
14	61171	species	0.06738
14	665950	species	0.06323
14	626932	species	0.04891
14	338188	species	0.04872
14	562	species	0.04847
14	28026	species	0.04832
14	35833	species	0.04619
14	487175	species	0.04472
14	116085	species	0.04181
14	169435	species	0.03814
14	658087	species	0.03286
14	1318	species	0.03155
14	1535	species	0.02586
14	658655	species	0.02568
14	457402	species	0.02444
14	469610	species	0.024
14	454155	species	0.02189
14	333367	species	0.02003
14	208479	species	0.01904
14	457421	species	0.0142
14	39778	species	0.01355
14	328812	species	0.01197
14	358743	species	0.01158
14	1070699	species	0.01135
14	33038	species	0.01035
14	658082	species	0.01002
14	214851	species	0.00942
14	154046	species	0.0081
14	849	species	0.00801
14	1302	species	0.00777
14	239935	species	0.00671
14	471189	species	0.00656
14	292800	species	0.00596
14	106588	species	0.0059
14	46503	species	0.00419
14	39777	species	0.00397
14	457422	species	0.00395
14	1305	species	0.00318
14	469614	species	0.00283
14	1512	species	0.00259
14	658086	species	0.00216
14	658657	species	0.00214
14	876	species	0.00207
14	552398	species	0.00181
14	84112	species	0.00129
14	113107	species	0.00077
14	-1	species	5.21341
14	-1	genus	14.1763
15	1730	genus	44.3424
15	239759	genus	13.0135
15	816	genus	11.9899
15	292632	genus	11.2548
15	239934	genus	4.7408
15	216851	genus	1.58494
15	572511	genus	1.44432
15	841	genus	1.33635
15	283168	genus	1.0692
15	33042	genus	1.05239
15	459786	genus	0.96925
15	375288	genus	0.79672
15	1678	genus	0.70363
15	577309	genus	0.53042
15	561	genus	0.5002
15	397864	genus	0.4799
15	189330	genus	0.35729
15	1485	genus	0.09562
15	872	genus	0.07944
15	1348911	genus	0.07385
15	102106	genus	0.06595
15	84108	genus	0.06267
15	61170	genus	0.06193
15	1301	genus	0.06102
15	846	genus	0.05967
15	1017280	genus	0.05267
15	244127	genus	0.04003
15	1578	genus	0.03111
15	207244	genus	0.02915
15	447020	genus	0.02079
15	52225	genus	0.01407
15	35832	genus	0.00119
15	39491	species	34.0773
15	39492	species	9.15051
15	328813	species	6.32002
15	821	species	5.54397
15	239935	species	4.7408
15	820	species	2.95778
15	28117	species	2.34652
15	328814	species	1.9674
15	357276	species	1.7458
15	214856	species	1.64462
15	853	species	1.58494
15	1118061	species	1.28579
